"sitio" "replica" "estrato" "microhabitat" "taxa" "body_mass" "gremio" "clase_tam" "Sistema" "Taxón" "Gremio"
"219" "R" 2 "10" "10" "geophylomorpha" 11600 "predador" "macro" "Reserva" "Geophilomorpha" "Predador"
"220" "R" 2 "10" "10" "oniscoidea" 11600 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"221" "R" 2 "H" "H" "oniscoidea" 11600 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"222" "R" 3 "10" "10" "oniscoidea" 11600 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"223" "R" 1 "10" "10" "oniscoidea" 11600 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"224" "R" 3 "20" "20" "oniscoidea" 11600 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"225" "R" 1 "10" "10" "juvenil" 11400 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"226" "R" 1 "20" "20" "cicadidae" 11200 "herbivoro" "macro" "Reserva" "Cicadidae" "Herbivoro"
"227" "R" 2 "10" "10" "oniscoidea" 11200 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"228" "R" 3 "10" "10" "oniscoidea" 11200 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"229" "R" 3 "H" "H" "oniscoidea" 11200 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"230" "A" 1 "H" "H" "diplopoda" 11200 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"231" "A" 2 "10" "10" "diplopoda" 11200 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"232" "R" 3 "H" "H" "larva_scarabaeidae" 11200 "detritivoro" "macro" "Reserva" "Scarabaeidae larva" "Detritivoro"
"233" "R" 2 "H" "Frag" "larva_sciaridae" 11168.3558294051 "microfitofago" "macro" "Reserva" "Sciaridae larva" "Microfitofago"
"234" "R" 2 "10" "10" "juvenil" 10950 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"235" "R" 1 "H" "Frag" "enquitreido" 10873.3965385434 "detritivoro" "meso" "Reserva" "Enchytraeida" "Detritivoro"
"236" "P" 2 "20" "20" "anthribidae" 10800 "detritivoro" "macro" "Pastizal" "Anthribidae" "Detritivoro"
"237" "P" 1 "H" "H" "oniscoidea" 10800 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"238" "R" 2 "10" "10" "oniscoidea" 10800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"239" "R" 2 "H" "H" "oniscoidea" 10800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"240" "R" 2 "20" "20" "oniscoidea" 10800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"241" "A" 1 "H" "H" "diplopoda" 10800 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"242" "A" 2 "10" "10" "diplopoda" 10800 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"243" "A" 2 "10" "10" "diplopoda" 10800 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"244" "A" 1 "H" "Hoja" "pupa_diptera" 10506.6103725 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"245" "P" 1 "H" "H" "oniscoidea" 10400 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"246" "R" 2 "H" "H" "oniscoidea" 10400 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"247" "R" 2 "H" "H" "oniscoidea" 10400 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"248" "R" 2 "H" "H" "oniscoidea" 10400 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"249" "R" 2 "H" "H" "oniscoidea" 10400 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"250" "R" 3 "H" "H" "oniscoidea" 10400 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"251" "A" 1 "H" "H" "lycosidae" 10400 "predador" "macro" "Agrícola" "Lycosidae" "Predador"
"252" "A" 2 "10" "10" "diplopoda" 10400 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"253" "R" 3 "20" "20" "diplopoda" 10400 "detritivoro" "macro" "Reserva" "Diplopoda" "Detritivoro"
"254" "R" 1 "10" "10" "juvenil" 10350 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"255" "P" 1 "10" "10" "geophylomorpha" 10000 "predador" "macro" "Pastizal" "Geophilomorpha" "Predador"
"256" "P" 2 "10" "10" "oniscoidea" 10000 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"257" "P" 2 "10" "10" "oniscoidea" 10000 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"258" "P" 3 "H" "H" "oniscoidea" 10000 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"259" "R" 2 "H" "H" "oniscoidea" 10000 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"260" "R" 2 "H" "H" "oniscoidea" 10000 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"261" "R" 3 "10" "10" "oniscoidea" 10000 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"262" "R" 2 "H" "H" "lycosidae" 10000 "predador" "macro" "Reserva" "Lycosidae" "Predador"
"263" "A" 1 "10" "10" "lycosidae" 10000 "predador" "macro" "Agrícola" "Lycosidae" "Predador"
"264" "A" 1 "10" "10" "diplopoda" 10000 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"265" "A" 2 "10" "10" "diplopoda" 10000 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"266" "R" 3 "10" "10" "nematomorpha" 10000 "predador" "macro" "Reserva" "Nematomorpha" "Predador"
"267" "A" 1 "H" "Hoja" "pupa_diptera" 9911.860199 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"268" "R" 1 "10" "10" "juvenil" 9900 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"269" "R" 3 "10" "10" "juvenil" 9900 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"270" "R" 1 "10" "10" "juvenil" 9750 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"271" "P" 2 "10" "10" "oniscoidea" 9600 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"272" "P" 2 "10" "10" "oniscoidea" 9600 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"273" "P" 1 "10" "10" "oniscoidea" 9600 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"274" "R" 2 "10" "10" "oniscoidea" 9600 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"275" "R" 2 "10" "10" "oniscoidea" 9600 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"276" "R" 2 "20" "20" "oniscoidea" 9600 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"277" "A" 1 "10" "10" "diplopoda" 9600 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"278" "A" 2 "10" "10" "diplopoda" 9600 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"279" "P" 1 "H" "H" "diplopoda" 9600 "detritivoro" "macro" "Pastizal" "Diplopoda" "Detritivoro"
"280" "P" 3 "H" "Frag" "oripodidae" 9395.37383530715 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"281" "A" 2 "H" "Hoja" "pupa_diptera" 9358.7296585 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"282" "R" 2 "H" "Frag" "larva_sciaridae" 9325.76722000231 "microfitofago" "macro" "Reserva" "Sciaridae larva" "Microfitofago"
"283" "R" 2 "20" "20" "geophylomorpha" 9200 "predador" "macro" "Reserva" "Geophilomorpha" "Predador"
"284" "P" 2 "10" "10" "oniscoidea" 9200 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"285" "P" 2 "10" "10" "oniscoidea" 9200 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"286" "P" 1 "H" "H" "oniscoidea" 9200 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"287" "R" 3 "10" "10" "larva_curculionidae" 9200 "detritivoro" "macro" "Reserva" "Curculionidae larva" "Detritivoro"
"288" "A" 1 "10" "10" "lycosidae" 9200 "predador" "macro" "Agrícola" "Lycosidae" "Predador"
"289" "A" 3 "H" "H" "linyphiidae" 9200 "predador" "macro" "Agrícola" "Linyphiidae" "Predador"
"290" "A" 1 "10" "10" "staphylinidae" 9200 "predador" "macro" "Agrícola" "Staphylinidae" "Predador"
"291" "P" 2 "10" "10" "Eukerria_halophila" 9150 "detritivoro" "macro" "Pastizal" "Eukerria halophila" "Detritivoro"
"292" "A" 1 "H" "Hoja" "pupa_diptera" 9100.665106 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"293" "A" 1 "H" "Hoja" "pupa_diptera" 8996.259034 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"294" "R" 2 "20" "20" "carabidae" 8800 "predador" "macro" "Reserva" "Carabidae" "Predador"
"295" "P" 2 "10" "10" "oniscoidea" 8800 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"296" "P" 1 "10" "10" "oniscoidea" 8800 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"297" "R" 2 "10" "10" "oniscoidea" 8800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"298" "R" 2 "10" "10" "oniscoidea" 8800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"299" "R" 2 "10" "10" "oniscoidea" 8800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"300" "R" 1 "H" "H" "lycosidae" 8800 "predador" "macro" "Reserva" "Lycosidae" "Predador"
"301" "A" 1 "10" "10" "diplopoda" 8800 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"302" "A" 2 "H" "Hoja" "pupa_diptera" 8547.0132475 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"303" "A" 2 "H" "Hoja" "pupa_diptera" 8446.80929 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"304" "P" 2 "10" "10" "oniscoidea" 8400 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"305" "P" 2 "10" "10" "oniscoidea" 8400 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"306" "P" 2 "H" "H" "oniscoidea" 8400 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"307" "P" 1 "H" "H" "oniscoidea" 8400 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"308" "P" 1 "H" "H" "oniscoidea" 8400 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"309" "P" 1 "20" "20" "oniscoidea" 8400 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"310" "P" 1 "10" "10" "oniscoidea" 8400 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"311" "R" 2 "10" "10" "oniscoidea" 8400 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"312" "R" 2 "10" "10" "oniscoidea" 8400 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"313" "R" 2 "10" "10" "oniscoidea" 8400 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"314" "R" 2 "10" "10" "oniscoidea" 8400 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"315" "P" 2 "H" "H" "linyphiidae" 8400 "predador" "macro" "Pastizal" "Linyphiidae" "Predador"
"316" "R" 3 "H" "H" "juvenil" 8400 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"317" "R" 3 "H" "H" "lycosidae" 8400 "predador" "macro" "Reserva" "Lycosidae" "Predador"
"318" "R" 3 "H" "H" "lycosidae" 8400 "predador" "macro" "Reserva" "Lycosidae" "Predador"
"319" "A" 3 "H" "H" "diplopoda" 8400 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"320" "R" 1 "10" "10" "trogossitidae" 8400 "predador" "macro" "Reserva" "Trogossitidae" "Predador"
"321" "A" 2 "10" "10" "juvenil" 8400 "detritivoro" "macro" "Agrícola" "Juvenil, lombriz" "Detritivoro"
"322" "A" 1 "H" "Hoja" "pupa_diptera" 8333.0478265 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"323" "A" 2 "H" "Hoja" "pupa_diptera" 8320.4876245 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"324" "P" 2 "20" "20" "juvenil" 8250 "detritivoro" "macro" "Pastizal" "Juvenil, lombriz" "Detritivoro"
"325" "A" 1 "H" "Hoja" "pupa_diptera" 8115.163616 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"326" "R" 3 "10" "10" "juvenil" 8100 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"327" "A" 2 "H" "Hoja" "pupa_diptera" 8068.9581655 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"328" "A" 1 "H" "Hoja" "pupa_diptera" 8066.248769 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"329" "A" 1 "H" "Hoja" "pupa_diptera" 8024.1264365 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"330" "P" 1 "20" "20" "blattodea" 8000 "detritivoro" "macro" "Pastizal" "Blattodea" "Detritivoro"
"331" "R" 2 "10" "10" "oniscoidea" 8000 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"332" "R" 2 "10" "10" "oniscoidea" 8000 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"333" "R" 3 "H" "H" "oniscoidea" 8000 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"334" "R" 3 "H" "H" "oniscoidea" 8000 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"335" "R" 3 "H" "H" "oniscoidea" 8000 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"336" "A" 2 "H" "H" "larva_diptera" 8000 "detritivoro" "macro" "Agrícola" "Diptera larva" "Detritivoro"
"337" "R" 3 "10" "10" "lycosidae" 8000 "predador" "macro" "Reserva" "Lycosidae" "Predador"
"338" "A" 1 "H" "H" "lycosidae" 8000 "predador" "macro" "Agrícola" "Lycosidae" "Predador"
"339" "R" 3 "10" "10" "pupa_diptera" 8000 "detritivoro" "macro" "Reserva" "Diptera pupa" "Detritivoro"
"340" "R" 2 "10" "10" "juvenil" 7650 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"341" "P" 1 "10" "10" "blattodea" 7600 "detritivoro" "macro" "Pastizal" "Blattodea" "Detritivoro"
"342" "P" 3 "10" "10" "carabidae" 7600 "predador" "macro" "Pastizal" "Carabidae" "Predador"
"343" "R" 2 "H" "H" "oniscoidea" 7600 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"344" "R" 3 "10" "10" "oniscoidea" 7600 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"345" "R" 3 "H" "H" "oniscoidea" 7600 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"346" "R" 3 "H" "H" "oniscoidea" 7600 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"347" "R" 1 "10" "10" "oniscoidea" 7600 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"348" "P" 2 "10" "10" "juvenil" 7600 "detritivoro" "macro" "Pastizal" "Juvenil, lombriz" "Detritivoro"
"349" "P" 2 "20" "20" "larva_scarabaeidae" 7600 "detritivoro" "macro" "Pastizal" "Scarabaeidae larva" "Detritivoro"
"350" "P" 2 "H" "H" "staphylinidae" 7600 "predador" "macro" "Pastizal" "Staphylinidae" "Predador"
"351" "P" 1 "H" "H" "tenebrionidae" 7600 "detritivoro" "macro" "Pastizal" "Tenebrionidae" "Detritivoro"
"352" "A" 2 "H" "Hoja" "pupa_diptera" 7512.77581 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"353" "A" 2 "H" "Hoja" "pupa_diptera" 7492.734209 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"354" "P" 2 "H" "Frag" "larva_coleoptero" 7366.6780595 "detritivoro" "macro" "Pastizal" "Coleoptera larva" "Detritivoro"
"355" "A" 1 "H" "Hoja" "pupa_diptera" 7363.4173935 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"356" "R" 1 "10" "10" "juvenil" 7350 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"357" "P" 2 "10" "10" "oniscoidea" 7320 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"358" "A" 1 "H" "Hoja" "pupa_diptera" 7293.679778 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"359" "A" 1 "H" "H" "larva_carabidae" 7276.056963 "predador" "macro" "Agrícola" "Carabidae, larva" "Predador"
"360" "A" 1 "H" "Hoja" "enquitreido" 7252.52086431958 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"361" "A" 1 "H" "Hoja" "enquitreido" 7242.22775852161 "detritivoro" "meso" "Agrícola" "Enchytraeida" "Detritivoro"
"362" "R" 1 "20" "20" "cicadidae" 7200 "herbivoro" "macro" "Reserva" "Cicadidae" "Herbivoro"
"363" "R" 2 "10" "10" "oniscoidea" 7200 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"364" "R" 2 "10" "10" "oniscoidea" 7200 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"365" "R" 2 "10" "10" "oniscoidea" 7200 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"366" "R" 2 "H" "H" "oniscoidea" 7200 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"367" "R" 3 "H" "H" "oniscoidea" 7200 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"368" "R" 1 "H" "H" "larva_diptera" 7200 "detritivoro" "macro" "Reserva" "Diptera larva" "Detritivoro"
"369" "R" 2 "10" "10" "lycosidae" 7200 "predador" "macro" "Reserva" "Lycosidae" "Predador"
"370" "A" 1 "H" "H" "lycosidae" 7200 "predador" "macro" "Agrícola" "Lycosidae" "Predador"
"371" "A" 1 "10" "10" "lycosidae" 7200 "predador" "macro" "Agrícola" "Lycosidae" "Predador"
"372" "A" 1 "10" "10" "diplopoda" 7200 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"373" "A" 1 "10" "10" "diplopoda" 7200 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"374" "A" 3 "20" "20" "nematomorpha" 7200 "predador" "macro" "Agrícola" "Nematomorpha" "Predador"
"375" "R" 3 "20" "20" "diplopoda" 7200 "detritivoro" "macro" "Reserva" "Diplopoda" "Detritivoro"
"376" "P" 1 "20" "20" "ptilidae" 7200 "detritivoro" "macro" "Pastizal" "Ptilidae" "Detritivoro"
"377" "R" 1 "10" "10" "juvenil" 7200 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"378" "A" 1 "H" "Hoja" "pupa_diptera" 6985.409226 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"379" "A" 2 "H" "Hoja" "pupa_diptera" 6961.810682 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"380" "R" 3 "10" "10" "juvenil" 6900 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"381" "R" 3 "10" "10" "juvenil" 6900 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"382" "P" 1 "10" "10" "carabidae" 6800 "predador" "macro" "Pastizal" "Carabidae" "Predador"
"383" "P" 1 "10" "10" "coccinelidae" 6800 "predador" "macro" "Pastizal" "Coccinelidae" "Predador"
"384" "P" 2 "10" "10" "oniscoidea" 6800 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"385" "P" 2 "10" "10" "oniscoidea" 6800 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"386" "P" 1 "H" "H" "oniscoidea" 6800 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"387" "P" 1 "H" "H" "oniscoidea" 6800 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"388" "R" 2 "10" "10" "oniscoidea" 6800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"389" "R" 2 "10" "10" "oniscoidea" 6800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"390" "R" 2 "10" "10" "oniscoidea" 6800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"391" "R" 2 "10" "10" "oniscoidea" 6800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"392" "R" 2 "10" "10" "oniscoidea" 6800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"393" "R" 2 "10" "10" "oniscoidea" 6800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"394" "R" 2 "10" "10" "oniscoidea" 6800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"395" "R" 2 "H" "H" "oniscoidea" 6800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"396" "R" 2 "H" "H" "oniscoidea" 6800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"397" "R" 2 "H" "H" "oniscoidea" 6800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"398" "R" 2 "H" "H" "oniscoidea" 6800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"399" "R" 3 "20" "20" "oniscoidea" 6800 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"400" "R" 2 "20" "20" "lycosidae" 6800 "predador" "macro" "Reserva" "Lycosidae" "Predador"
"401" "A" 1 "10" "10" "diplopoda" 6800 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"402" "P" 2 "H" "H" "staphylinidae" 6800 "predador" "macro" "Pastizal" "Staphylinidae" "Predador"
"403" "A" 2 "H" "Hoja" "pupa_diptera" 6737.2092405 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"404" "R" 2 "10" "10" "juvenil" 6600 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"405" "A" 2 "10" "10" "pupa_diptera" 6580.29657 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"406" "A" 2 "H" "Hoja" "pupa_diptera" 6489.3743395 "detritivoro" "macro" "Agrícola" "Diptera pupa" "Detritivoro"
"407" "P" 2 "20" "20" "Microscolex_phosphoreus" 6450 "detritivoro" "macro" "Pastizal" "Microscolex phosphoreus" "Detritivoro"
"408" "R" 3 "H" "H" "gasteropoda" 6400 "microfitofago" "macro" "Reserva" "Gasteropoda" "Microfitofago"
"409" "P" 1 "H" "H" "oniscoidea" 6400 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"410" "R" 2 "10" "10" "oniscoidea" 6400 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"411" "R" 2 "10" "10" "oniscoidea" 6400 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"412" "R" 2 "H" "H" "oniscoidea" 6400 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"413" "R" 2 "H" "H" "oniscoidea" 6400 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"414" "R" 3 "20" "20" "larva_coleoptero" 6400 "detritivoro" "macro" "Reserva" "Coleoptera larva" "Detritivoro"
"415" "A" 1 "10" "10" "diplopoda" 6400 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"416" "A" 1 "20" "20" "diplopoda" 6400 "detritivoro" "macro" "Agrícola" "Diplopoda" "Detritivoro"
"417" "A" 1 "10" "10" "staphylinidae" 6400 "predador" "macro" "Agrícola" "Staphylinidae" "Predador"
"418" "P" 3 "10" "10" "juvenil" 6300 "detritivoro" "macro" "Pastizal" "Juvenil, lombriz" "Detritivoro"
"419" "P" 2 "10" "10" "juvenil" 6300 "detritivoro" "macro" "Pastizal" "Juvenil, lombriz" "Detritivoro"
"420" "R" 1 "10" "10" "juvenil" 6150 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"421" "P" 1 "H" "Frag" "enquitreido" 6092.94491848213 "detritivoro" "meso" "Pastizal" "Enchytraeida" "Detritivoro"
"422" "P" 2 "10" "10" "larva_coleoptero" 6074.5347315 "detritivoro" "macro" "Pastizal" "Coleoptera larva" "Detritivoro"
"423" "P" 1 "10" "10" "carabidae" 6000 "predador" "macro" "Pastizal" "Carabidae" "Predador"
"424" "P" 2 "H" "H" "oniscoidea" 6000 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"425" "P" 1 "10" "10" "oniscoidea" 6000 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"426" "P" 1 "10" "10" "oniscoidea" 6000 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"427" "P" 1 "10" "10" "oniscoidea" 6000 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"428" "P" 1 "10" "10" "oniscoidea" 6000 "detritivoro" "macro" "Pastizal" "Oniscoidea" "Detritivoro"
"429" "R" 2 "10" "10" "oniscoidea" 6000 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"430" "R" 2 "10" "10" "oniscoidea" 6000 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"431" "R" 2 "10" "10" "oniscoidea" 6000 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"432" "R" 2 "H" "H" "oniscoidea" 6000 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"433" "R" 2 "H" "H" "oniscoidea" 6000 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"434" "R" 3 "10" "10" "oniscoidea" 6000 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"435" "R" 3 "H" "H" "oniscoidea" 6000 "detritivoro" "macro" "Reserva" "Oniscoidea" "Detritivoro"
"436" "R" 3 "H" "H" "lycosidae" 6000 "predador" "macro" "Reserva" "Lycosidae" "Predador"
"437" "R" 3 "H" "Frag" "larva_carabidae" 5970.46784 "predador" "macro" "Reserva" "Carabidae, larva" "Predador"
"438" "R" 2 "10" "10" "juvenil" 5850 "detritivoro" "macro" "Reserva" "Juvenil, lombriz" "Detritivoro"
"439" "R" 3 "H" "humus" "larva_sciaridae" 5708.67629056343 "microfitofago" "macro" "Reserva" "Sciaridae larva" "Microfitofago"
