"sitio" "replica" "estrato" "microhabitat" "clase" "gremio" "taxa" "abundance" "bio.ind" "ab" "D" "Sistema" "Taxón" "Tbiomass" "Gremio" "Sitio"
"666" "R" 2 "H" "H" "macro" "detritivoro" "diplopoda" 1 47200 1 16 "Reserva" "Diplopoda" 755200 "Detritívoros" "R"
"667" "R" 2 "H" "H" "macro" "detritivoro" "oniscoidea" 37 11718.9189189189 44 704 "Reserva" "Oniscoidea" 8250118.91891892 "Detritívoros" "R"
"668" "R" 2 "H" "H" "macro" "microfitofago" "larva_elateridae" 3 933.333333333333 3 48 "Reserva" "Elateridae larva" 44800 "Microfitófagos" "R"
"669" "R" 2 "H" "H" "macro" "microfitofago" "larva_sciaridae" 2 19164.2793644236 2 32 "Reserva" "Sciaridae larva" 613256.939661555 "Microfitófagos" "R"
"670" "R" 2 "H" "H" "macro" "predador" "formicidae" 2 2263.8348877047 2 32 "Reserva" "Formicidae" 72442.7164065505 "Predadores" "R"
"671" "R" 2 "H" "H" "macro" "predador" "lycosidae" 2 6400 2 32 "Reserva" "Lycosidae" 204800 "Predadores" "R"
"672" "R" 2 "H" "H" "macro" "predador" "staphylinidae" 1 3571.09643347206 1 16 "Reserva" "Staphylinidae" 57137.542935553 "Predadores" "R"
"673" "R" 2 "H" "H" "meso" "microfitofago" "entomobryoidea" 1 152.783566389779 1 2947 "Reserva" "Entomobryoidea" 450253.170150679 "Microfitófagos" "R"
"674" "R" 2 "H" "Hoja" "macro" "detritivoro" "larva_coleoptero" 1 3708.1573805 1 16 "Reserva" "Coleoptera larva" 59330.518088 "Detritívoros" "R"
"675" "R" 2 "H" "Hoja" "macro" "herbivoro" "afido" 1 105.803062538991 1 16 "Reserva" "Aphidoidea" 1692.84900062386 "Herbivoros" "R"
"676" "R" 2 "H" "Hoja" "macro" "microfitofago" "psocoptera" 1 141.276736805202 1 16 "Reserva" "Psocoptera" 2260.42778888323 "Microfitófagos" "R"
"677" "R" 2 "H" "Hoja" "meso" "detritivoro" "enquitreido" 8 855.065502178269 9 26525 "Reserva" "Enchytraeida" 22680612.4452786 "Detritívoros" "R"
"678" "R" 2 "H" "Hoja" "meso" "detritivoro" "isotomidae" 2 2.55723818990148 2 5894 "Reserva" "Isotomidae" 15072.3618912793 "Detritívoros" "R"
"679" "R" 2 "H" "Hoja" "meso" "detritivoro" "oripodidae" 1 12.0944242844404 1 2947 "Reserva" "Oripodidae" 35642.2683662459 "Detritívoros" "R"
"680" "R" 2 "H" "Hoja" "meso" "microfitofago" "onichiuridae" 2 2.4299499845254 2 5894 "Reserva" "Onychiuridae" 14322.1252087927 "Microfitófagos" "R"
"681" "R" 2 "H" "Hoja" "meso" "microfitofago" "oppioidea" 1 13.7017832877069 1 2947 "Reserva" "Oppioidea" 40379.1553488722 "Microfitófagos" "R"
"682" "R" 2 "H" "Hoja" "meso" "omnivoro" "tardigrado" 9 2.21212422669182 10 29473 "Reserva" "Tardigrada" 65197.9373332881 "Omnívoros" "R"
"683" "R" 2 "H" "Hoja" "meso" "predador" "parasitidae" 2 11.400305998416 2 5894 "Reserva" "Parasitidae" 67193.4035546638 "Predadores" "R"
"684" "R" 2 "H" "humus" "meso" "detritivoro" "enquitreido" 3 910.247092755906 3 8841 "Reserva" "Enchytraeida" 8047494.54705497 "Detritívoros" "R"
"685" "R" 2 "H" "humus" "meso" "detritivoro" "eupthiracaroidea" 3 48.1595349530916 3 8841 "Reserva" "Euphthiracaroidea" 425778.448520283 "Detritívoros" "R"
"686" "R" 2 "H" "humus" "meso" "detritivoro" "isotomidae" 4 3.55775016365506 4 11789 "Reserva" "Isotomidae" 41942.3166793295 "Detritívoros" "R"
"687" "R" 2 "H" "humus" "meso" "detritivoro" "oripodidae" 5 11.6391061492714 6 17683 "Reserva" "Oripodidae" 205814.314037566 "Detritívoros" "R"
"688" "R" 2 "H" "humus" "meso" "detritivoro" "scheloribates" 6 12.255541039338 7 20631 "Reserva" "Scheloribates" 252844.067182583 "Detritívoros" "R"
"689" "R" 2 "H" "humus" "meso" "microfitofago" "eremobelbidae" 3 59.7420919592818 3 8841 "Reserva" "Eremobelbidae" 528179.835012011 "Microfitófagos" "R"
"690" "R" 2 "H" "humus" "meso" "microfitofago" "onichiuridae" 3 3.66701493904233 3 8841 "Reserva" "Onychiuridae" 32420.0790760732 "Microfitófagos" "R"
"691" "R" 2 "H" "humus" "meso" "microfitofago" "oribatulidae" 3 20.9679631159715 3 8841 "Reserva" "Oribatulidae" 185377.761908304 "Microfitófagos" "R"
"692" "R" 2 "H" "humus" "meso" "omnivoro" "astigmata" 6 7.78451528294766 7 20631 "Reserva" "Astigmata" 160602.334802493 "Omnívoros" "R"
"693" "R" 2 "H" "humus" "meso" "omnivoro" "tardigrado" 26 1.63045387601885 31 91366 "Reserva" "Tardigrada" 148968.048836338 "Omnívoros" "R"
"694" "R" 2 "H" "humus" "meso" "omnivoro" "tydeoidea" 1 0.98266782747519 1 2947 "Reserva" "Tydeoidea" 2895.92208756938 "Omnívoros" "R"
"695" "R" 2 "H" "humus" "meso" "predador" "eviphididae" 3 21.9681432672022 3 8841 "Reserva" "Eviphididae" 194220.354625335 "Predadores" "R"
"696" "R" 2 "H" "humus" "meso" "predador" "rhagidiidae" 1 0.6090343010279 1 2947 "Reserva" "Rhagidiidae" 1794.82408512922 "Predadores" "R"
"697" "R" 2 "H" "humus" "meso" "predador" "uropodidae" 1 13.7102990919586 1 2947 "Reserva" "Uropodidae" 40404.251424002 "Predadores" "R"
"698" "R" 3 "10" "10" "macro" "detritivoro" "Aporrectodea_caliginosa" 1 64500 1 16 "Reserva" "Aporrectodea caliginosa" 1032000 "Detritívoros" "R"
"699" "R" 3 "10" "10" "macro" "detritivoro" "diplopoda" 1 49200 1 16 "Reserva" "Diplopoda" 787200 "Detritívoros" "R"
"700" "R" 3 "10" "10" "macro" "detritivoro" "juvenil" 19 10507.8947368421 22 352 "Reserva" "Juvenil, lombriz" 3698778.94736842 "Detritívoros" "R"
"701" "R" 3 "10" "10" "macro" "detritivoro" "larva_curculionidae" 2 6600 2 32 "Reserva" "Curculionidae larva" 211200 "Detritívoros" "R"
"702" "R" 3 "10" "10" "macro" "detritivoro" "oniscoidea" 14 8057.14285714286 16 256 "Reserva" "Oniscoidea" 2062628.57142857 "Detritívoros" "R"
"703" "R" 3 "10" "10" "macro" "detritivoro" "ptinidae" 1 2000 1 16 "Reserva" "Ptinidae" 32000 "Detritívoros" "R"
"704" "R" 3 "10" "10" "macro" "detritivoro" "pupa_diptera" 3 3364.39642683333 3 48 "Reserva" "Diptera pupa" 161491.028488 "Detritívoros" "R"
"705" "R" 3 "10" "10" "macro" "microfitofago" "gasteropoda" 3 146.700150915885 3 48 "Reserva" "Gasteropoda" 7041.6072439625 "Microfitófagos" "R"
"706" "R" 3 "10" "10" "macro" "microfitofago" "larva_elateridae" 1 5200 1 16 "Reserva" "Elateridae larva" 83200 "Microfitófagos" "R"
"707" "R" 3 "10" "10" "macro" "predador" "carabidae" 1 3200 1 16 "Reserva" "Carabidae" 51200 "Predadores" "R"
"708" "R" 3 "10" "10" "macro" "predador" "geophylomorpha" 2 5200 2 32 "Reserva" "Geophilomorpha" 166400 "Predadores" "R"
"709" "R" 3 "10" "10" "macro" "predador" "linyphiidae" 1 2000 1 16 "Reserva" "Linyphiidae" 32000 "Predadores" "R"
"710" "R" 3 "10" "10" "macro" "predador" "lycosidae" 1 8000 1 16 "Reserva" "Lycosidae" 128000 "Predadores" "R"
"711" "R" 3 "10" "10" "macro" "predador" "nematomorpha" 1 10000 1 16 "Reserva" "Nematomorpha" 160000 "Predadores" "R"
"712" "R" 3 "10" "10" "macro" "predador" "staphylinidae" 3 2800 3 48 "Reserva" "Staphylinidae" 134400 "Predadores" "R"
"713" "R" 3 "10" "10" "meso" "detritivoro" "ceratozetoidea" 3 36.7035405623161 3 8841 "Reserva" "Ceratozetoidea" 324496.002111437 "Detritívoros" "R"
"714" "R" 3 "10" "10" "meso" "detritivoro" "enquitreido" 10 1906.19599984263 12 35367 "Reserva" "Enchytraeida" 67416433.9264343 "Detritívoros" "R"
"715" "R" 3 "10" "10" "meso" "detritivoro" "epilhomanioidea" 4 10.6628137055171 4 11789 "Reserva" "Epilohmannioidea" 125703.910774341 "Detritívoros" "R"
"716" "R" 3 "10" "10" "meso" "detritivoro" "eupthiracaroidea" 1 68.0345828631327 1 2947 "Reserva" "Euphthiracaroidea" 200497.915697652 "Detritívoros" "R"
"717" "R" 3 "10" "10" "meso" "detritivoro" "oripodidae" 3 21.21711944323 3 8841 "Reserva" "Oripodidae" 187580.552997596 "Detritívoros" "R"
"718" "R" 3 "10" "10" "meso" "microfitofago" "entomobryoidea" 2 25.9967465708505 2 5894 "Reserva" "Entomobryoidea" 153224.824288593 "Microfitófagos" "R"
"719" "R" 3 "10" "10" "meso" "microfitofago" "eremobelbidae" 4 77.4821346207863 4 11789 "Reserva" "Eremobelbidae" 913436.88504445 "Microfitófagos" "R"
"720" "R" 3 "10" "10" "meso" "microfitofago" "onichiuridae" 17 2.58881820524132 20 58946 "Reserva" "Onychiuridae" 152600.477926155 "Microfitófagos" "R"
"721" "R" 3 "10" "10" "meso" "microfitofago" "oppioidea" 5 12.1799029398465 6 17683 "Reserva" "Oppioidea" 215377.223685306 "Microfitófagos" "R"
"722" "R" 3 "10" "10" "meso" "predador" "rhodacaroidea" 1 3.56047797023157 1 2947 "Reserva" "Rhodacaroidea" 10492.7285782724 "Predadores" "R"
"723" "R" 3 "10" "10" "micro" "herbivoro" "fitofago" 27 0.641975959373969 342 696716 "Reserva" "Fitofago" 447274.922511194 "Herbivoros" "R"
"724" "R" 3 "10" "10" "micro" "microfitofago" "bacterivoro" 22 2.17797391701793 278 566336 "Reserva" "Bacterivoro" 1233465.03626827 "Microfitófagos" "R"
"725" "R" 3 "10" "10" "micro" "microfitofago" "fungivoro" 52 4.36167624070436 659 1342503 "Reserva" "Fungivoro" 5855563.43817433 "Microfitófagos" "R"
"726" "R" 3 "10" "10" "micro" "omnivoro" "omnivoro" 6 6.64766694332874 76 154825 "Reserva" "Omnivoro" 1029225.03450087 "Omnívoros" "R"
"727" "R" 3 "10" "10" "micro" "predador" "predador" 4 3.67751760096312 50 101859 "Reserva" "Predador" 374588.265316502 "Predadores" "R"
"728" "R" 3 "20" "20" "macro" "detritivoro" "blattodea" 1 5200 1 16 "Reserva" "Blattodea" 83200 "Detritívoros" "R"
"729" "R" 3 "20" "20" "macro" "detritivoro" "diplopoda" 2 8800 2 32 "Reserva" "Diplopoda" 281600 "Detritívoros" "R"
"730" "R" 3 "20" "20" "macro" "detritivoro" "juvenil" 1 12000 1 16 "Reserva" "Juvenil, lombriz" 192000 "Detritívoros" "R"
"731" "R" 3 "20" "20" "macro" "detritivoro" "larva_coleoptero" 1 6400 1 16 "Reserva" "Coleoptera larva" 102400 "Detritívoros" "R"
"732" "R" 3 "20" "20" "macro" "detritivoro" "oniscoidea" 3 12266.6666666667 3 48 "Reserva" "Oniscoidea" 588800 "Detritívoros" "R"
"733" "R" 3 "20" "20" "macro" "microfitofago" "gasteropoda" 1 1600 1 16 "Reserva" "Gasteropoda" 25600 "Microfitófagos" "R"
"734" "R" 3 "20" "20" "macro" "predador" "formicidae" 1 724.653207475769 1 16 "Reserva" "Formicidae" 11594.4513196123 "Predadores" "R"
"735" "R" 3 "20" "20" "macro" "predador" "geophylomorpha" 1 12000 1 16 "Reserva" "Geophilomorpha" 192000 "Predadores" "R"
"736" "R" 3 "20" "20" "macro" "predador" "lycosidae" 1 1397.35319808825 1 16 "Reserva" "Lycosidae" 22357.651169412 "Predadores" "R"
"737" "R" 3 "20" "20" "macro" "predador" "staphylinidae" 1 2120.24255755238 1 16 "Reserva" "Staphylinidae" 33923.8809208381 "Predadores" "R"
"738" "R" 3 "20" "20" "meso" "detritivoro" "enquitreido" 6 2487.36137034487 7 20631 "Reserva" "Enchytraeida" 51316752.4315851 "Detritívoros" "R"
"739" "R" 3 "H" "Frag" "macro" "detritivoro" "ptilidae" 1 1702.8697399066 1 16 "Reserva" "Ptilidae" 27245.9158385056 "Detritívoros" "R"
"740" "R" 3 "H" "Frag" "macro" "herbivoro" "hemiptera" 1 331.904490354754 1 16 "Reserva" "Hemiptera" 5310.47184567606 "Herbivoros" "R"
"741" "R" 3 "H" "Frag" "macro" "microfitofago" "gasteropoda" 7 115.188386629324 8 128 "Reserva" "Gasteropoda" 14744.1134885534 "Microfitófagos" "R"
"742" "R" 3 "H" "Frag" "macro" "microfitofago" "larva_sciaridae" 8 1546.01729888157 9 144 "Reserva" "Sciaridae larva" 222626.491038946 "Microfitófagos" "R"
"743" "R" 3 "H" "Frag" "macro" "predador" "carabidae" 3 178.598627284517 3 48 "Reserva" "Carabidae" 8572.73410965682 "Predadores" "R"
"744" "R" 3 "H" "Frag" "macro" "predador" "larva_carabidae" 1 5970.46784 1 16 "Reserva" "Carabidae, larva" 95527.48544 "Predadores" "R"
"745" "R" 3 "H" "Frag" "macro" "predador" "staphylinidae" 1 2640.29451923519 1 16 "Reserva" "Staphylinidae" 42244.712307763 "Predadores" "R"
"746" "R" 3 "H" "Frag" "meso" "detritivoro" "ceratozetoidea" 5 35.0195041416041 6 17683 "Reserva" "Ceratozetoidea" 619249.891735985 "Detritívoros" "R"
"747" "R" 3 "H" "Frag" "meso" "detritivoro" "enquitreido" 43 1818.97335349253 51 150313 "Reserva" "Enchytraeida" 273415341.683523 "Detritívoros" "R"
"748" "R" 3 "H" "Frag" "meso" "detritivoro" "epilhomanioidea" 2 73.1581502332361 2 5894 "Reserva" "Epilohmannioidea" 431194.137474694 "Detritívoros" "R"
"749" "R" 3 "H" "Frag" "meso" "detritivoro" "eupthiracaroidea" 34 75.43031645251 40 117892 "Reserva" "Euphthiracaroidea" 8892630.86721931 "Detritívoros" "R"
"750" "R" 3 "H" "Frag" "meso" "detritivoro" "isotomidae" 8 13.7050357794916 9 26525 "Reserva" "Isotomidae" 363526.074051014 "Detritívoros" "R"
"751" "R" 3 "H" "Frag" "meso" "detritivoro" "oripodidae" 13 29.9570388945315 15 44209 "Reserva" "Oripodidae" 1324370.73248834 "Detritívoros" "R"
"752" "R" 3 "H" "Frag" "meso" "detritivoro" "scheloribates" 4 25.0220797560377 4 11789 "Reserva" "Scheloribates" 294985.298243928 "Detritívoros" "R"
"753" "R" 3 "H" "Frag" "meso" "detritivoro" "symphypleona" 1 97.6812248461524 1 2947 "Reserva" "Symphypleona" 287866.569621611 "Detritívoros" "R"
"754" "R" 3 "H" "Frag" "meso" "microfitofago" "entomobryoidea" 1 31.7881147529819 1 2947 "Reserva" "Entomobryoidea" 93679.5741770377 "Microfitófagos" "R"
"755" "R" 3 "H" "Frag" "meso" "microfitofago" "eremobelbidae" 9 57.3608199790102 10 29473 "Reserva" "Eremobelbidae" 1690595.44724137 "Microfitófagos" "R"
"756" "R" 3 "H" "Frag" "meso" "microfitofago" "galumnidae" 20 21.4955756622423 24 70735 "Reserva" "Galumnidae" 1520489.54446871 "Microfitófagos" "R"
"757" "R" 3 "H" "Frag" "meso" "microfitofago" "oppioidea" 4 17.6915129493056 4 11789 "Reserva" "Oppioidea" 208565.246159364 "Microfitófagos" "R"
"758" "R" 3 "H" "Frag" "meso" "microfitofago" "oribatulidae" 9 33.630069475498 10 29473 "Reserva" "Oribatulidae" 991179.037651352 "Microfitófagos" "R"
"759" "R" 3 "H" "Frag" "meso" "omnivoro" "hipogastruridae" 5 9.55536055049875 6 17683 "Reserva" "Hipogastruridae" 168967.440614469 "Omnívoros" "R"
"760" "R" 3 "H" "Frag" "meso" "predador" "bdelloidea" 1 8.24694998345159 1 2947 "Reserva" "Bdelloidea" 24303.7616012318 "Predadores" "R"
"761" "R" 3 "H" "Frag" "meso" "predador" "dermanisoidea" 4 21.1080483860874 4 11789 "Reserva" "Dermanisoidea" 248842.782423584 "Predadores" "R"
"762" "R" 3 "H" "Frag" "meso" "predador" "uropodidae" 2 123.55365319572 2 5894 "Reserva" "Uropodidae" 728225.231935571 "Predadores" "R"
"763" "R" 3 "H" "H" "macro" "detritivoro" "diplopoda" 1 14800 1 16 "Reserva" "Diplopoda" 236800 "Detritívoros" "R"
"764" "R" 3 "H" "H" "macro" "detritivoro" "juvenil" 1 8400 1 16 "Reserva" "Juvenil, lombriz" 134400 "Detritívoros" "R"
"765" "R" 3 "H" "H" "macro" "detritivoro" "larva_scarabaeidae" 1 11200 1 16 "Reserva" "Scarabaeidae larva" 179200 "Detritívoros" "R"
"766" "R" 3 "H" "H" "macro" "detritivoro" "oniscoidea" 18 7488.88888888889 21 336 "Reserva" "Oniscoidea" 2516266.66666667 "Detritívoros" "R"
"767" "R" 3 "H" "H" "macro" "herbivoro" "hemiptera" 1 359.339746026144 1 16 "Reserva" "Hemiptera" 5749.4359364183 "Herbivoros" "R"
"768" "R" 3 "H" "H" "macro" "microfitofago" "gasteropoda" 4 97700 4 64 "Reserva" "Gasteropoda" 6252800 "Microfitófagos" "R"
"769" "R" 3 "H" "H" "macro" "predador" "carabidae" 1 15200 1 16 "Reserva" "Carabidae" 243200 "Predadores" "R"
"770" "R" 3 "H" "H" "macro" "predador" "lycosidae" 4 6500 4 64 "Reserva" "Lycosidae" 416000 "Predadores" "R"
"771" "R" 3 "H" "H" "macro" "predador" "pseudoscorpionida" 1 832.55375895074 1 16 "Reserva" "Pseudoscorpionida" 13320.8601432118 "Predadores" "R"
"772" "R" 3 "H" "H" "meso" "detritivoro" "enquitreido" 1 67.2378511532169 1 2947 "Reserva" "Enchytraeida" 198149.94734853 "Detritívoros" "R"
"773" "R" 3 "H" "H" "meso" "microfitofago" "entomobryoidea" 2 307.97370578494 2 5894 "Reserva" "Entomobryoidea" 1815197.02189644 "Microfitófagos" "R"
"774" "R" 3 "H" "Hoja" "macro" "detritivoro" "larva_diptera" 2 264.385027286216 2 32 "Reserva" "Diptera larva" 8460.32087315891 "Detritívoros" "R"
"775" "R" 3 "H" "Hoja" "macro" "microfitofago" "gasteropoda" 1 84.3613589670941 1 16 "Reserva" "Gasteropoda" 1349.78174347351 "Microfitófagos" "R"
"776" "R" 3 "H" "Hoja" "macro" "microfitofago" "larva_sciaridae" 2 1193.30754310811 2 32 "Reserva" "Sciaridae larva" 38185.8413794594 "Microfitófagos" "R"
"777" "R" 3 "H" "Hoja" "meso" "detritivoro" "enquitreido" 42 1645.87271520193 50 147365 "Reserva" "Enchytraeida" 242544032.675733 "Detritívoros" "R"
"778" "R" 3 "H" "Hoja" "meso" "detritivoro" "isotomidae" 1 5.46030647494867 1 2947 "Reserva" "Isotomidae" 16091.5231816737 "Detritívoros" "R"
"779" "R" 3 "H" "Hoja" "meso" "detritivoro" "oripodidae" 1 9.4530284900917 1 2947 "Reserva" "Oripodidae" 27858.0749603002 "Detritívoros" "R"
"780" "R" 3 "H" "Hoja" "meso" "microfitofago" "onichiuridae" 1 4.50729761449571 1 2947 "Reserva" "Onychiuridae" 13283.0060699189 "Microfitófagos" "R"
"781" "R" 3 "H" "Hoja" "meso" "omnivoro" "eupodoidea" 1 1.75941591187772 1 2947 "Reserva" "Eupodoidea" 5184.99869230364 "Omnívoros" "R"
"782" "R" 3 "H" "Hoja" "meso" "omnivoro" "hipogastruridae" 1 11.2652026710859 1 2947 "Reserva" "Hipogastruridae" 33198.5522716901 "Omnívoros" "R"
"783" "R" 3 "H" "humus" "macro" "detritivoro" "larva_diptera" 1 170.381924676764 1 16 "Reserva" "Diptera larva" 2726.11079482822 "Detritívoros" "R"
"784" "R" 3 "H" "humus" "macro" "microfitofago" "gasteropoda" 2 54.6903960431102 2 32 "Reserva" "Gasteropoda" 1750.09267337953 "Microfitófagos" "R"
"785" "R" 3 "H" "humus" "macro" "microfitofago" "larva_sciaridae" 4 2713.33334473546 4 64 "Reserva" "Sciaridae larva" 173653.33406307 "Microfitófagos" "R"
"786" "R" 3 "H" "humus" "meso" "detritivoro" "ceratozetoidea" 18 33.558445644074 21 61893 "Reserva" "Ceratozetoidea" 2077032.87624867 "Detritívoros" "R"
"787" "R" 3 "H" "humus" "meso" "detritivoro" "enquitreido" 34 1048.33250310566 40 117892 "Reserva" "Enchytraeida" 123590015.456132 "Detritívoros" "R"
"788" "R" 3 "H" "humus" "meso" "detritivoro" "epilhomanioidea" 4 36.8244641769693 4 11789 "Reserva" "Epilohmannioidea" 434123.608182291 "Detritívoros" "R"
"789" "R" 3 "H" "humus" "meso" "detritivoro" "eupthiracaroidea" 35 64.0765212259648 42 123787 "Reserva" "Euphthiracaroidea" 7931840.33299851 "Detritívoros" "R"
"790" "R" 3 "H" "humus" "meso" "detritivoro" "isotomidae" 8 17.9006101521712 9 26525 "Reserva" "Isotomidae" 474813.684286341 "Detritívoros" "R"
"791" "R" 3 "H" "humus" "meso" "detritivoro" "oripodidae" 26 26.8371884089948 31 91366 "Reserva" "Oripodidae" 2452006.55617622 "Detritívoros" "R"
"792" "R" 3 "H" "humus" "meso" "detritivoro" "scheloribates" 10 36.6770079684716 12 35367 "Reserva" "Scheloribates" 1297155.74082094 "Detritívoros" "R"
"793" "R" 3 "H" "humus" "meso" "microfitofago" "eremobelbidae" 11 64.6700496774906 13 38315 "Reserva" "Eremobelbidae" 2477832.95339305 "Microfitófagos" "R"
"794" "R" 3 "H" "humus" "meso" "microfitofago" "galumnidae" 4 36.8005895840041 4 11789 "Reserva" "Galumnidae" 433842.150605824 "Microfitófagos" "R"
"795" "R" 3 "H" "humus" "meso" "microfitofago" "lohmanidae" 2 10.6523310406261 2 5894 "Reserva" "Lohmanidae" 62784.8391534501 "Microfitófagos" "R"
"796" "R" 3 "H" "humus" "meso" "microfitofago" "onichiuridae" 9 10.2101401203299 10 29473 "Reserva" "Onychiuridae" 300923.459766482 "Microfitófagos" "R"
"797" "R" 3 "H" "humus" "meso" "microfitofago" "oppioidea" 8 15.2633392084909 9 26525 "Reserva" "Oppioidea" 404860.072505221 "Microfitófagos" "R"
"798" "R" 3 "H" "humus" "meso" "microfitofago" "oribatulidae" 14 39.2769092258239 16 47157 "Reserva" "Oribatulidae" 1852181.20836218 "Microfitófagos" "R"
"799" "R" 3 "H" "humus" "meso" "microfitofago" "protura" 1 1.84496997188079 1 2947 "Reserva" "Protura" 5437.12650713269 "Microfitófagos" "R"
"800" "R" 3 "H" "humus" "meso" "omnivoro" "astigmata" 16 13.0660076436184 19 55998 "Reserva" "Astigmata" 731670.296027345 "Omnívoros" "R"
"801" "R" 3 "H" "humus" "meso" "omnivoro" "eupodoidea" 3 6.75376196458307 3 8841 "Reserva" "Eupodoidea" 59710.0095288789 "Omnívoros" "R"
"802" "R" 3 "H" "humus" "meso" "omnivoro" "hipogastruridae" 4 14.7002140612928 4 11789 "Reserva" "Hipogastruridae" 173300.823568581 "Omnívoros" "R"
"803" "R" 3 "H" "humus" "meso" "omnivoro" "penthalidae" 1 16.9950615723248 1 2947 "Reserva" "Penthaleidae" 50084.4464536412 "Omnívoros" "R"
"804" "R" 3 "H" "humus" "meso" "predador" "eviphididae" 1 22.1506446059002 1 2947 "Reserva" "Eviphididae" 65277.9496535879 "Predadores" "R"
"805" "R" 3 "H" "humus" "meso" "predador" "parasitidae" 4 25.1868179239439 4 11789 "Reserva" "Parasitidae" 296927.396505375 "Predadores" "R"
"806" "R" 3 "H" "humus" "meso" "predador" "tenerifidae" 2 9.06274985615141 2 5894 "Reserva" "Tenerifidae" 53415.8476521564 "Predadores" "R"
"807" "R" 3 "H" "humus" "meso" "predador" "uropodidae" 3 25.9816256869842 3 8841 "Reserva" "Uropodidae" 229703.552698627 "Predadores" "R"
